tweet_id,term,pos,pos_fre,neg_fre,label
964,baik,adj,12,0,0
964,stabil,adj,1,3,0
964,nyaman,adj,3,1,0
965,tolong,v,5,0,0
965,cek,n,2,0,0
966,mudah,adj,5,4,1
966,nama,n,1,0,1
967,potong,n,1,1,0
967,cek,n,2,0,0
967,aplikasi,n,1,0,0
968,mohon,v,1,0,1
968,maaf,n,0,1,1
968,jadi,v,1,1,1
968,kasih,n,4,0,1
969,mohon,v,1,0,0
969,baca,v,1,0,0
972,jalan,n,1,1,1
973,aktif,adj,6,2,0
973,tolong,v,5,0,0
974,hilang,v,0,10,0
974,aneh,adj,6,9,0
975,masuk,v,1,0,0
975,masuk,v,1,0,0
977,baik,adj,12,0,1
977,takdir,n,1,0,1
978,mudah,adj,5,4,0
978,aplikasi,n,1,0,0
978,aplikasi,n,1,0,0
978,agar,k,1,0,0
978,cepat,adj,9,3,0
980,mohon,v,1,0,1
980,maaf,n,0,1,1
980,jadi,v,1,1,1
980,kasih,n,4,0,1
981,lambat,adj,0,3,0
982,kecewa,adj,0,3,0
