tweet_id,term,pos,pos_fre,neg_fre,label
983,habis,v,2,0,0
983,hujan,n,0,1,0
983,lambat,adj,0,3,0
983,tolong,v,5,0,0
984,mas,n,0,1,0
984,aktif,adj,6,2,0
985,salam,n,3,0,1
987,cek,n,2,0,1
988,mohon,v,1,0,1
988,maaf,n,0,1,1
988,jadi,v,1,1,1
988,kasih,n,4,0,1
989,cek,n,2,0,1
989,muncul,v,3,2,1
990,baik,adj,12,0,0
990,hari,n,4,0,0
990,kek,n,0,1,0
991,jelek,adj,1,2,0
992,kek,n,0,1,0
992,kasih,n,4,0,0
992,bintang,n,1,0,0
992,jijik,adj,0,3,0
992,kali,n,1,0,0
992,kek,n,0,1,0
