,ID,tweet_id,term,pos,pos_fre,neg_fre,label,fea_weight,normalize_weight
330,330,169,bekas,n,1,2,0,-1.6907816290195627,0.7358867606259765
331,331,170,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
332,332,170,maya,n,2,2,0,-2.1058191282984065,0.5213562951242552
333,333,171,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
334,334,171,tolong,v,6,1,1,-1.5710363732631472,0.7977823857289685
335,335,171,baca,v,2,1,1,-1.9336064526478551,0.6103720239121453
336,336,172,tolong,v,6,1,0,-3.9131740503560106,-0.41285493501653425
337,337,172,lihat,v,2,1,0,-2.6907816290195625,0.2189925863056248
338,338,173,cek,n,3,1,1,-1.7636814512055428,0.698205267229054
339,339,175,potong,n,2,2,0,-2.1058191282984065,0.5213562951242552
340,340,176,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
341,341,176,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
342,342,177,tolong,v,6,1,0,-3.9131740503560106,-0.41285493501653425
343,343,177,cek,n,3,1,0,-3.1058191282984065,0.004462120803903069
344,344,177,buruk,adj,1,19,0,-1.1798197097421834,1.0
345,345,179,arif,adj,8,1,0,-4.275744129740719,-0.6002652968333576
346,346,179,arif,adj,8,1,0,-4.275744129740719,-0.6002652968333576
347,347,179,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
348,348,179,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
349,349,179,maya,n,2,2,0,-2.1058191282984065,0.5213562951242552
350,350,180,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
351,351,180,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
352,352,181,arif,adj,8,1,0,-4.275744129740719,-0.6002652968333576
353,353,181,arif,adj,8,1,0,-4.275744129740719,-0.6002652968333576
354,354,181,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
355,355,181,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
356,356,182,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
357,357,182,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
358,358,184,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
359,359,184,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
360,360,184,maya,n,2,2,0,-2.1058191282984065,0.5213562951242552
361,361,184,tunggu,v,1,2,0,-1.6907816290195627,0.7358867606259765
362,362,185,potong,n,2,2,0,-2.1058191282984065,0.5213562951242552
363,363,186,lambat,adj,1,4,0,-1.427747223185769,0.8718477126472799
364,364,186,habis,v,3,1,0,-3.1058191282984065,0.004462120803903069
365,365,186,lambat,adj,1,4,0,-1.427747223185769,0.8718477126472799
366,366,188,mohon,v,2,1,0,-2.6907816290195625,0.2189925863056248
367,367,188,maaf,n,1,2,0,-1.6907816290195627,0.7358867606259765
368,368,188,maya,n,2,2,0,-2.1058191282984065,0.5213562951242552
369,369,189,ubah,v,1,2,0,-1.6907816290195627,0.7358867606259765
370,370,189,jalan,n,2,2,0,-2.1058191282984065,0.5213562951242552
